name,url
asahi news,https://www.asahi.com
yahoo news,https://news.yahoo.co.jp
nikkei news,https://www.nikkei.com
mainichi news,https://mainichi.jp
yomuri news,https://www.yomiuri.co.jp
sankei news,https://www.sankei.com
shikiho info,https://shikiho.jp
